,ID,ID collecteur,Date de début,Date de fin,Q1,Q3,Q4,Q4-text,Q5,Q5-text,Q6,Q6-text,Q7,Q8,Q9,Q10,Q11,Q12
563,6182197307,156443487,2017-05-04 17:28:02,2017-05-04 17:29:03,Non,Macron,Non,,Très sûr,,Emmanuel Macron,,,,,,,
564,6182193578,156443487,2017-05-04 17:25:34,2017-05-04 17:29:10,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,le pen y a bcp tros de terroriste les francais en non marre ,Oui,jsp,Oui,
565,6182183574,156443487,2017-05-04 17:21:28,2017-05-04 17:25:19,Oui,Hamon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Le projet d'Emmanuel Macron sont plus convaincant que ceux de Marine Le Pen et d'autre part je suis contre le FN j'aurais voté pour n'importe quel candidat qui rester au second tour en face d'elle. ,Oui,,Oui,Je suis sur qu'il tiendra sa parole sur tous ce qu'il a dis contrairement à certains président qui on promis de changer quelque truc qu'il n'ont pas tenu jusqu'à maintenant .
566,6182177033,156443487,2017-05-04 17:17:29,2017-05-04 17:21:58,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car elle a un bon programme qui tien la route elle veux aidez les handicapés mettre des douaniers et ferme les frontières aux étranges et qui est très bien ,Oui,Car il ne veulent pas un président qui dit qui connaît tous mais enfet il ne si connais pas ,Oui,Car elle veux aide les français pas les étranges 
567,6182175723,156443487,2017-05-04 17:16:41,2017-05-04 17:18:45,Non,,Non,,Je ne sais pas,,Emmanuel Macron,,,,,,,
568,6182175676,156443487,2017-05-04 17:17:07,2017-05-04 17:20:57,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Je pense qu'elle a la force et le courage nécessaire pour changer les choses. ,Oui,,Oui,
569,6182175338,156443487,2017-05-04 17:16:50,2017-05-04 17:19:41,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marine le pen es la meilleure pour la France ķ,Non,Il on leur  point vu ces tout ,Oui,Oui une femme peut changer et aider la France 
570,6182173384,156443487,2017-05-04 17:15:20,2017-05-04 17:17:14,Non,Melenchon,Non,,Autre (veuillez préciser),Non ,Emmanuel Macron,,,,,,,
571,6182165378,156443487,2017-05-04 17:13:12,2017-05-04 17:13:29,,,,,,,,,,,,,,
572,6182162970,156443487,2017-05-04 17:10:58,2017-05-04 17:14:18,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Parce qu'il est plus intelligent pour la france de demain,Oui,Il pense la même chose que moi,Oui,Oui car notre avenir est en jeu
573,6182157709,156443487,2017-05-04 17:07:36,2017-05-04 17:14:13,Oui,Melenchon,Oui,,Très sûr,,Blanc,Puisque pour moi il ne vaut pas mieux l'un que l'autre ,Macron,Macron puisque les français on peur du Front national et du conflit mondiale .,Oui,Puisqu'ils veulent voter pour lui ,Non,Non puisqu'ils vont créé des conflits soit nationale soit mondiale. 
574,6182155796,156443487,2017-05-04 17:07:24,2017-05-04 17:10:19,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Tout simplement je suis contre la politique du fn.,Oui,,Oui,
575,6182150730,156443487,2017-05-04 17:04:57,2017-05-04 17:07:24,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,
576,6182139191,156443487,2017-05-04 16:59:55,2017-05-04 17:01:22,Non,Macron,Je ne sais pas,,Très sûr,,Emmanuel Macron,,,,,,,
577,6182130524,156443487,2017-05-04 16:55:54,2017-05-04 16:57:18,Non,Macron,Non,,Pas sûr,,Emmanuel Macron,,,,,,,
578,6182128357,156443487,2017-05-04 16:55:28,2017-05-04 16:56:28,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
579,6182128127,156443487,2017-05-04 16:54:55,2017-05-04 16:57:35,Oui,Hamon,Oui,,Pas sûr,,Emmanuel Macron,,Macron,Par ce que le Pen veux nous faire repasser au fren,Oui,Il son d'accord avec moi,Oui,J'ai confiance
580,6182126984,156443487,2017-05-04 16:54:48,2017-05-04 16:55:33,Non,Macron,Je ne sais pas,,Très sûr,,Emmanuel Macron,,,,,,,
581,6182126490,156443487,2017-05-04 16:54:11,2017-05-04 16:55:19,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,
582,6182125419,156443487,2017-05-04 16:51:20,2017-05-04 16:55:11,Non,Macron,Autre (veuillez préciser),J ai 1 titre de sejour ,Cela dépend du candidat,,Emmanuel Macron,,,,,,,
583,6182124958,156443487,2017-05-04 16:52:29,2017-05-04 17:02:31,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,La nature,Oui,La nature,Oui,La nature
584,6182123410,156443487,2017-05-04 16:52:20,2017-05-04 16:53:46,Non,Le Pen,Non,,Très sûr,,Marine Le Pen,,,,,,,
585,6182123053,156443487,2017-05-04 16:52:29,2017-05-04 16:54:53,Oui,Macron,Oui,,Je ne sais pas,,Emmanuel Macron,,Macron,programe intensionner,Oui,,Oui,
586,6182118636,156443487,2017-05-04 16:49:45,2017-05-04 16:52:10,Non,,Autre (veuillez préciser),Je n est pas la carte,Autre (veuillez préciser),Je n est pas la carte,Marine Le Pen,,,,,,,
587,6182110549,156443487,2017-05-04 16:45:35,2017-05-04 16:49:25,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Je pense qu'il le mérite.  ,Oui,,Oui,
588,6182103026,156443487,2017-05-04 16:41:45,2017-05-04 16:43:49,Non,Melenchon,Non,,Pas sûr,,Marine Le Pen,,,,,,,
589,6182102455,156443487,2017-05-04 16:42:15,2017-05-04 16:43:49,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Non,,Oui,
590,6182100440,156443487,2017-05-04 16:41:17,2017-05-04 16:46:50,Oui,Melenchon,,,Pas sûr,,Emmanuel Macron,,Macron,Je pense que Emmanuel Macron va l'emporter car marine Le Pen et trop radical et elle fait peur à la France notamment aux jeunes elle pourrait déclencher une guerre .,Oui,On pense la même chose que marine Le Pen et trop radical.,Non,Non je ne pense pas mais on a pas eu trop le choix entre Emmanuel Macron et Marine Le Pen 
591,6182099059,156443487,2017-05-04 16:40:08,2017-05-04 16:42:13,Oui,Le Pen,Je ne sais pas,,Pas sûr,,Marine Le Pen,,Macron,,Oui,,Oui,
592,6182091778,156443487,2017-05-04 16:37:06,2017-05-04 16:41:12,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,La france n'a jamais eu de femme président et je pense que sa ne changera pas le fait que se soit une femme trop de matcho,Non,Non il pense que marine le pen est trop raciste donc ne voterons pas pour elle,Oui,Trop de migrant plus assez de travaille pour les francais
593,6182090334,156443487,2017-05-04 16:36:06,2017-05-04 16:37:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
594,6182090065,156443487,2017-05-04 16:35:18,2017-05-04 16:38:07,Non,,Non,,Je ne sais pas,,Blanc,Je n'aime ni l'un ni l'autre,,,,,,
595,6182089787,156443487,2017-05-04 16:35:01,2017-05-04 16:37:18,Oui,Macron,Autre (veuillez préciser),Macron,Très sûr,,Emmanuel Macron,,,,,,,
596,6182089108,156443487,2017-05-04 16:35:17,2017-05-04 16:39:19,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Je pense qu'elle sera mieux s'occuper  de notre pays ,Oui,Car avec macron on aura pas le choix ,Oui,Elle va proteger la France au maximum
597,6182077239,156443487,2017-05-04 16:29:34,2017-05-04 16:34:08,Oui,Melenchon,Oui,,Autre (veuillez préciser),Je verrais,Blanc,Nul,Macron,Il n'est pas démoniaque.,Oui,Il le savent.,Oui,"C'est le seul qui ne fais pas de différence entre tel ou tel personne, il est humain."
598,6182073542,156443487,2017-05-04 16:27:24,2017-05-04 16:30:48,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,C'est une surprise pour la France ,Oui,Choisir la France ,Oui,Le choix pour la France 
599,6182071324,156443487,2017-05-04 16:26:52,2017-05-04 16:30:28,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Si la France se réveil  et regarde se que présente les deux candidats c'est soit la France aux étrangers ou la France aux français.,Oui,Il pense que sous la directive de macron on sera esclave et je pense que c'est vrai sa serra une dictature.,Oui,Oui car trop de pouvoir au étrangers et rien pour les français.
600,6182070800,156443487,2017-05-04 16:26:18,2017-05-04 16:33:38,Oui,,Je ne sais pas,,Pas sûr,,Marine Le Pen,,Le Pen,je pense qu'il faut que marine le Pen car ça ne permettrai de voir si une femme gère mieux le pays et aussi parce que son programme est le plus approprié à notre pays . Je ne voterai jamais pour un homme qui veut nous faire travailler quand des esclaves et en plus nous payer sachant qu'avec ce que l'on touche en ce moment on ne vie on survie.,Oui,Certains de mes amis pensent la même chose que moi car il reproche les mêmes chose à monsieur Macron et il ont les même idées que moi par rapport à madame le Pen ,Oui,"Car son programme me semble convenir parfaitement à la France , la France doit revenir au français ( il n'y a rien de raciste la dedans mais déjà expulser les fiches S et les délinquants récidiviste dans leur pays ne peut que faire du bien à notre pays ) et je trouve que marine s'intéresse plus au peuple que macro qui lui dénigre le peuple "
601,6182069277,156443487,2017-05-04 16:25:12,2017-05-04 16:32:12,Oui,Lassalle,Oui,,Pas sûr,,Marine Le Pen,,Macron,"Parce qu'il est assez intelligent pour quelqu'un de ""jeune"" et qui en est à sa première campagne. Il montre moins son égo. ",Non,Certains de mes amis pensent pareil mais pas tous. Cela ne nous empêche pas de rester ami.,Oui,On verra bien mais j'aurais préféré une autre finale pour le second tour. 
602,6182067932,156443487,2017-05-04 16:24:24,2017-05-04 16:29:25,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Un banquier =bon comptable =savoir faire niveau calcul est garantie ,Oui,,Oui,C est une intuition 
603,6182064237,156443487,2017-05-04 16:23:31,2017-05-04 16:27:40,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,J'aimerais que la france dirige au lieux de se laisser diriger il nous faut un vrai president et pas un figurant,Oui,Oui il veulent vivre et ne pu survivre,Oui,Oui ses le bon choix il faut changer du tout au tout est ne pu se laisser faire
604,6182058689,156443487,2017-05-04 16:20:31,2017-05-04 16:24:54,Oui,Le Pen,Je ne sais pas,,Je ne sais pas,,Blanc,Ni un ni l'autre ,Le Pen,Lepen est plus sur delle est macron moin plutôt indesit est moin de talent,Oui,Il sont sur que lepen sortirat trop dr trahison pour eux des ancien president,Oui,Plus sur delle trop de trahison! !
605,6182051594,156443487,2017-05-04 16:17:00,2017-05-04 16:20:10,Oui,,Oui,,Très sûr,,,,Macron,,,,,
606,6182051392,156443487,2017-05-04 16:16:52,2017-05-04 16:19:30,Oui,Le Pen,Oui,,Très sûr,,Blanc,Je suis sur de moi,Le Pen,,Oui,,Oui,
607,6182051037,156443487,2017-05-04 16:16:36,2017-05-04 16:21:14,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Macron, parce qu'il a un bon programme.",Non,"Non, par ce que c'est un banquier d'affaires.",Oui,"Oui, parce qu'il a la tête d'un homme d'état."
608,6182049859,156443487,2017-05-04 16:16:34,2017-05-04 16:19:42,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Car tout le monde vote pour lui,Oui,Car il pense comme moi,Non,Car on changera pas la france
609,6182047743,156443487,2017-05-04 16:15:57,2017-05-04 16:16:43,,,,,,,Emmanuel Macron,,,,,,,
610,6182040540,156443487,2017-05-04 16:12:18,2017-05-04 16:21:56,Oui,Poutou,Oui,,Autre (veuillez préciser),Oui,Blanc,Blanc,Macron,"Je pense que Macron gagnera car les Français ne peuvent tout simplement pas se permettre de revivre les horreurs connues pendant la seconde guerre mondiale, guerre créée par un fasciste aux même idées que Madame Le pen.  Nous avons tirés les leçons de nos erreurs, trop d'enfant ont souffert pour rien. ",Oui,"Mes amis, français de souche ou étrangers d'origine sont de mon avis. Ils ne peuvent tolérer un état fasciste, raciste, dirigé par des politiciens qui nous feraient retomber directement dans le 3eme Reich. ",Non,"Je ne pense pas que la personne pour laquelle je vais voter sera le bon choix, je vote pour elle car je pense qu'elle serait le moins pire. Car voilà donc à quoi nous en somme réduits. Ce qui est d'autant plus pitoyable, à mon avis, c'est que Mr Macron est tout à fait au courant de ce phénomène, et dit ne pas en vouloir à ces gens qui votent pour lui par défaut...  Un président qu'on élit par peur d'en avoir un pire, et qui le sait.... Jusqu'où irons nous?..."
611,6182037995,156443487,2017-05-04 16:11:32,2017-05-04 16:12:04,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
612,6182037298,156443487,2017-05-04 16:11:04,2017-05-04 16:14:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car les francais ont peur qu'il y a une guerre suite a l'élection de marine le pen,Oui,Oui ils pensent la meme chose que moi ,Oui,Car la france n'appartiens plus aux français ce sont les arabes ! 
613,6182035682,156443487,2017-05-04 16:09:49,2017-05-04 16:11:36,Oui,Melenchon,Oui,,Très sûr,,Blanc,Je ne veux aucun des deux à la présidence. ,,,,,,
614,6182034633,156443487,2017-05-04 16:09:02,2017-05-04 16:10:53,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Non,,Oui,
615,6182034089,156443487,2017-05-04 16:08:59,2017-05-04 16:10:12,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,
616,6182033710,156443487,2017-05-04 16:07:39,2017-05-04 16:11:23,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Il est plus sur de lui,Oui,,Oui,
617,6182022202,156443487,2017-05-04 16:03:06,2017-05-04 16:06:03,Oui,Melenchon,Oui,,Pas sûr,,Blanc,rien,Macron,Plus logique et plus démocratique,Oui,Plus démocratique,Oui,Un bon programme en vu
618,6182020911,156443487,2017-05-04 16:02:27,2017-05-04 16:07:53,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Emmanuel Macron va gagner les élections présidentielles car car son projet tien  bien la route,Oui,Emmanuel Macron et convaincant  ,Oui,Emmanuel Macron est très convaincant
619,6182014480,156443487,2017-05-04 15:59:49,2017-05-04 16:01:58,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,
620,6182013074,156443487,2017-05-04 15:59:18,2017-05-04 16:01:11,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Non,,Oui,
621,6182008841,156443487,2017-05-04 15:57:24,2017-05-04 16:00:26,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Oui,,Non,
622,6182008365,156443487,2017-05-04 15:56:06,2017-05-04 16:02:39,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car elle peut beaucoup nous apporter et je pense qu'elle peut faire bouger les choses . Je suis de tout coeur avec Marine le Pen,Oui,,Oui,
623,6182007590,156443487,2017-05-04 15:56:08,2017-05-04 15:58:31,Non,Macron,Je ne sais pas,,Très sûr,,Blanc,parce que ils ont trop de propos raciste ,,,,,,
624,6181997163,156443487,2017-05-04 15:51:36,2017-05-04 15:54:01,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Oui,,Oui,
625,6181996114,156443487,2017-05-04 15:51:11,2017-05-04 15:55:15,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Macron va remporter la présidentielle car la France à peur de Marine le Pen ,Oui,,Oui,La sécurité est important et Mme lepen veux la renforcer pour la France et sa ses important.
626,6181991890,156443487,2017-05-04 15:48:57,2017-05-04 15:50:23,Non,Macron,Non,,Je ne sais pas,,Emmanuel Macron,,,,,,,
627,6181991627,156443487,2017-05-04 15:48:16,2017-05-04 15:55:29,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Le pen  Car une femme au pouvoir c'est le changement et bon vue que Macron tête de con veux islamiser la France on et dans la merde,Oui,Il en on marrent de vivre la peur au ventre peur de se faire agresser a tout moment,Oui,Elle va remettre la france sur le bon roulement comparé a monsieur Macron tête de con
628,6181990212,156443487,2017-05-04 15:48:42,2017-05-04 15:49:39,Non,Le Pen,Non,,Très sûr,,Marine Le Pen,,,,,,,
629,6181986507,156443487,2017-05-04 15:45:49,2017-05-04 15:48:27,Non,Le Pen,Oui,,Je ne sais pas,,Marine Le Pen,,,,,,,
630,6181986325,156443487,2017-05-04 15:45:54,2017-05-04 15:52:40,Oui,Melenchon,Oui,,Très sûr,,Blanc,Car il son faut tout les 2,Le Pen,Le pen car elle dit la vérité a la france,Non,Il dise ke sa va aitre une gerre,Oui,Sa changera la france
631,6181984794,156443487,2017-05-04 15:45:38,2017-05-04 15:49:05,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marine car elle et mieux ,Oui,Oui la même chose que moi,Oui,Oui ses la bonne personnes elle va refaire vive la france
632,6181964359,156443487,2017-05-04 15:22:52,2017-05-04 15:38:03,Non,,Autre (veuillez préciser),"Je  ne vote pas et je ne voterais  pas, pour la simple  et bonne raison  qu'ils se foutent  de nous et de notre bien  être. Je sais que souvent  les votes sont trafiqué.",Autre (veuillez préciser),Aucun  ne vaux le coup  sauf  Jean Luc Mélenchon. C'est  un brave homme ! ,Blanc,Aucun  des deux valent  l'affaire.,,,,,,
633,6181957578,156443487,2017-05-04 15:34:20,2017-05-04 15:37:23,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Parce qu'elle a des propos plus intéressant ,Non,Ils pensent que voter Le Pen cest être raciste ,Oui,Parce qu'elle veut empêcher la France de sombrer 
634,6181957337,156443487,2017-05-04 15:33:46,2017-05-04 15:37:02,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle as de bon projets qui me convienne contrairement a Macron,Non,Leurs choix sont différents des miens et je ne demande pas pourquoi c'est leurs choix pas le miens.,Oui,Je pense oui que c'est le bon choix en tous cas elle sera meilleure que Macron et arrivera a faire de bon choix pour la France.
635,6181953847,156443487,2017-05-04 15:32:34,2017-05-04 15:34:35,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car c'est une élection déjà faite qui est complètement nul...,Oui,,Oui,
636,6181949422,156443487,2017-05-04 15:30:18,2017-05-04 15:32:32,Non,,Non,,Autre (veuillez préciser),Non,Blanc,Je ne sais pas vraiment ,,,,,,
637,6181946544,156443487,2017-05-04 15:28:00,2017-05-04 15:31:22,Oui,Melenchon,Je ne sais pas,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Non,
638,6181945407,156443487,2017-05-04 15:28:58,2017-05-04 15:31:07,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marie le pen,Oui,On veut du changement et radicale ,Oui,Elle fera du changement 
639,6181943663,156443487,2017-05-04 15:27:08,2017-05-04 15:32:06,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,
640,6181936309,156443487,2017-05-04 15:25:18,2017-05-04 15:30:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,"Bien que je vote pour l'adversaire,  il me semble que les français ont encore trop peur de voter pour le FN.  Le FN est vu comme un parti xénophobe,  raciste et sans suite d'idées qui ne pourrait qu'amener la perte de la France. ",Oui,Cela leur semble le meilleur choix possible pour la France ,Non,De toute façon aucun n'est meilleur que l'autre. Ils sont tous corrompus et feignent d'être opposés/ennemis. 
641,6181924180,156443487,2017-05-04 15:19:44,2017-05-04 15:21:09,Non,,Non,,Je ne sais pas,,Marine Le Pen,,,,,,,
642,6181921308,156443487,2017-05-04 15:18:52,2017-05-04 15:19:42,Non,Le Pen,Je ne sais pas,,Pas sûr,,Marine Le Pen,,,,,,,
643,6181917096,156443487,2017-05-04 15:15:46,2017-05-04 15:17:51,Oui,Le Pen,Je ne sais pas,,Je ne sais pas,,Marine Le Pen,,,,,,,
644,6181912353,156443487,2017-05-04 15:13:57,2017-05-04 15:18:54,Oui,Macron,Oui,,Pas sûr,,Blanc,je verrais ,Macron,Car les le pen ne passe jamais au 2eme tour,Oui,Ils pensent que une femme ne passera pas,Non,Vu ce que tout le monde dit ont ne c'est plus qui croirent
645,6181909599,156443487,2017-05-04 15:13:02,2017-05-04 15:15:04,Non,,Je ne sais pas,,Pas sûr,,Emmanuel Macron,,,,,,,
646,6181908706,156443487,2017-05-04 15:12:54,2017-05-04 15:15:17,Oui,Le Pen,Je ne sais pas,,Cela dépend du candidat,,Blanc,Je c'est pas,,,,,Oui,Il on des bon argument
647,6181907626,156443487,2017-05-04 15:12:44,2017-05-04 15:15:08,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Ses propositions paraissent realisable et sont en faveur du bien de la France. ,Oui,,Oui,
648,6181905744,156443487,2017-05-04 15:11:40,2017-05-04 15:12:48,Oui,Macron,Oui,,Cela dépend du candidat,,Emmanuel Macron,,,,,,,
649,6181905458,156443487,2017-05-04 15:10:54,2017-05-04 15:15:22,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marine le pen a beaucoup d expérience dans la politique actuel que Macron est beaucoup trop jeune pour diriger un pays ,Oui,Il n'y a que marine lepen qui puisse faire bouger le pays ,Oui,Elle a l caractère qu'il faut pour gagnet
650,6181899107,156443487,2017-05-04 15:08:25,2017-05-04 15:10:33,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,
651,6181895670,156443487,2017-05-04 15:06:17,2017-05-04 15:09:15,Oui,Poutou,Oui,,Pas sûr,,Emmanuel Macron,,,,,,,
652,6181884275,156443487,2017-05-04 15:02:11,2017-05-04 15:05:01,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car beaucoup de francais in peur de voter madame le pen ,Oui,,Oui,Car elle a de bon projet pour la france pour les salariés 
653,6181879906,156443487,2017-05-04 15:00:50,2017-05-04 15:05:24,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Le Pen car elle a envie de faire bouger la France en voulant que la France n'est pas à demander l'avis à l'Europe ,Oui,Car ils veulent que la France bouge. ,Oui,Car le Pen veut que les fichiers S repartent d'où ils viennent. Elle veut que le chômage diminue en créant des emplois dans les pme pmi
654,6181879405,156443487,2017-05-04 15:00:16,2017-05-04 15:05:38,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Mr macron risque de gagner car marine lepen lors du dernier debat sest decridibiliser aupres des francais et de plus sint comportement cest montrer tres enfantin,Oui,Mes amies pense la meme chose car ils ont regarder egalement le debat et cest limage quil ont vu ,Non,Niveau economique je pense que avec mr macron nous allons plonger
655,6181878416,156443487,2017-05-04 14:58:46,2017-05-04 15:00:59,Non,,Non,,,,Marine Le Pen,,,,,,,
656,6181878110,156443487,2017-05-04 14:59:52,2017-05-04 15:02:10,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,1ere femme présidente   Projet de défense   Économie   Sociale,Oui,,Oui,Oui car le changement c'est maintenant
657,6181869886,156443487,2017-05-04 14:55:40,2017-05-04 14:59:49,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Macron,Tout simplement par la manipulation de sa campagne. ,Oui,Chacun a son avis ,Non,"Pas forcément, mais Madame le Pen propose de meilleurs chose que Monsieur Macron. Et nous connaissons sont passez pointé du doigt actuellement.  "
658,6181869491,156443487,2017-05-04 14:54:25,2017-05-04 14:58:16,Oui,Melenchon,Oui,,Pas sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,
659,6181869435,156443487,2017-05-04 14:55:57,2017-05-04 14:56:49,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,
660,6181865457,156443487,2017-05-04 14:53:58,2017-05-04 15:03:29,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Emmanuel Macron car c est un homme qui c est ce qu' il veux et qu' il ai tres convainquant et remetre chaque choses a son peuple les français,Oui,Les amies pensent comme moi car le Macron c et de quoi il parle et nous pensons qu il peut faire évolué énormément de choses   Mr Macron et très relatif et persuasive dans ses projets,Oui,Oui très parce que je pense que le Macron fera évoluer bocoup de choses vue qu' il ai très bien dans son personnage très calme et très droit dans ses baskets
661,6181861403,156443487,2017-05-04 14:52:02,2017-05-04 14:55:43,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,La France entière s'est mobilisée durant l'entre deux tours pour faire barrage au fn. ,Oui,,Non,"Je penses que macron est la suite du hollandisme , cependant le pen serait le chaos donc je vote utile "
662,6181852242,156443487,2017-05-04 14:46:53,2017-05-04 14:53:02,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Parceaus Marine Lepen veut sauver la france,Oui,Parcequont a confiance en Marine Lepen,Oui,Cest le tres bon choix
663,6181851730,156443487,2017-05-04 10:27:46,2017-05-04 14:51:17,Oui,Fillon,Oui,,Autre (veuillez préciser),A 100%,Emmanuel Macron,,Macron,,Oui,Oui ils ont le même avis ,Oui,Oui car son Programme tiens debout 
664,6181848316,156443487,2017-05-04 14:45:33,2017-05-04 14:47:04,Non,Le Pen,Non,,Autre (veuillez préciser),non,Marine Le Pen,,,,,,,
665,6181847040,156443487,2017-05-04 14:44:49,2017-05-04 14:47:52,Oui,Le Pen,Oui,,Je ne sais pas,,Marine Le Pen,,Le Pen,,Oui,,Oui,
666,6181846124,156443487,2017-05-04 14:45:00,2017-05-04 14:46:01,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,
667,6181839841,156443487,2017-05-04 14:42:12,2017-05-04 14:43:29,Oui,Fillon,Oui,,Très sûr,,Marine Le Pen,,,,,,,
668,6181837571,156443487,2017-05-04 14:40:59,2017-05-04 14:43:53,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle a les meilleur idée qui vont évité le pire pour la France,Oui,,Oui,
669,6181837229,156443487,2017-05-04 14:39:55,2017-05-04 14:51:46,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Emmanuel Macron parce que je le trouve convaincant sachant que le pays et en grande difficulté et ne promet pas de projet mensonger il veut travailler pour la France et son peuple et a un charisme qui presente bien au yeux dans le monde   ,Oui,Oui mes amies pense comme moi et nous pensons que avec quelqu un comme mr macron on a des chances que la France aura un grand changement ,Oui,Parce que je trouve qu il ai prêt et qu il a la rage de reconstruire la France divisée 
670,6181828958,156443487,2017-05-04 14:37:13,2017-05-04 14:48:09,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Macron,"Macron va certainement remporter l'élection, les média font en sorte que ça se passe comme ça, les gens ont une mauvaise idée de marine le pen a cause de son père pourtant il suffit de lire son programme ( bien plus cohérent que celui de macron) pour s'apercevoir qu'elle est différente. Nous n'avons jamais eu de femme au pouvoir, ni le fn, nous ne pouvons savoir ce que ça donne si nous n'essayons pas. Mais les gens ont peur du changement et préféreront donc, je pense, élire macron, quitte à rester dans la même galère, voire pire, qu'aujourd'hui.",Oui,"La majeure partie de mes proches pensent également que marine peut nous amener un renouveau, et dans la tendance actuel des choses, nous apporter plus de sécurité. Ils pensent égaldément que macron ne nous apportera rien de bon, juste plus de misère alors que nous avons, en tant que citoyen de classe moyenne, déjà beaucoup de mal à nous en sortir.",Oui,"Elle peut nous apporter plus de sécurité, de pouvoir en tant que peuple, en nous laissant le choix par référendum de question important importante pour notre avenir, et bien d'autres choses, il suffit de lire son programme.."
671,6181828760,156443487,2017-05-04 14:36:21,2017-05-04 14:39:24,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Car il c ce qu'il dit ,Oui,Oui il son d accord avec moî ,Oui,Car il fait ce kil dit 
